,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
6079,Bauminas Heliport,heliport,-21.375625,-42.732444,630.0,Minas Gerais,Cataguases,POINT (5029766.175300993 7580307.500856991)
6080,José Sérgio Maia Airport,closed,-6.325195,-37.741503,984.0,Paraíba,Catolé da Rocha,POINT (5585018.999842079 9299576.212572059)
6081,Apodi Heliport,heliport,-3.668337,-38.850298,75.0,Ceará,Caucaia,POINT (5461663.1926732445 9594340.790707087)
6082,Monte Rey Heliport,heliport,-29.135182,-51.142012,2795.0,Rio Grande do Sul,Caxias do Sul,POINT (4094183.810137724 6629976.780272935)
6083,Fapar Heliport,heliport,-29.182337,-51.235825,2457.0,Rio Grande do Sul,Caxias do Sul,POINT (4083746.913923429 6624000.104442974)
6084,Asor Sul Connect Heliport,heliport,-29.218889,-51.171667,1883.0,Rio Grande do Sul,Caxias do Sul,POINT (4090884.6281774957 6619365.399899524)
6085,Haras da Mata Heliport,heliport,-23.175,-47.92417,2064.0,São Paulo,Cesário Lange,POINT (4452175.591532644 7365208.671033486)
6086,Gran Palazzo Helipad,heliport,-27.110488,-52.615993,2575.0,Santa Catarina,Chapecó,POINT (3930200.2820675876 6884070.716086023)
6087,Teston Heliport,heliport,-23.656956,-52.539534,1457.0,Paraná,Cianorte,POINT (3938706.508791483 7307107.398148052)
6088,Santa Mônica Heliport,heliport,-25.381922,-49.138068,3087.0,Paraná,Colombo,POINT (4317126.851584651 7097338.787840855)
6089,AVL Heliport,heliport,-22.100428,-41.782074,89.0,Rio de Janeiro,Conceição de Macabu,POINT (5135496.863533756 7493999.475820316)
6090,Frysk  Heliport,heliport,-11.827738,-37.636221,108.0,Bahia,Conde,POINT (5596731.84675278 8683439.573889967)
6091,Frison II Heliport,heliport,-7.294757,-34.819767,230.0,Paraíba,Conde,POINT (5910068.357581107 9191659.685912225)
6092,Gerdau Heliport,heliport,-20.538641,-43.756741,3346.0,Minas Gerais,Congonhas,POINT (4915810.950741345 7679438.4345307145)
6093,Supermercados BH Helipad,heliport,-19.865664,-44.030805,2907.0,Minas Gerais,Contagem,POINT (4885320.746568418 7758746.337982977)
6094,Fuad Elias Nejm Heliport,heliport,-19.898056,-44.069444,2969.0,Minas Gerais,Contagem,POINT (4881022.075458613 7754936.954605347)
6095,Arvoredo Helipad,heliport,-19.881618,-44.030065,2877.0,Minas Gerais,Contagem,POINT (4885403.073145743 7756870.204607887)
6096,Condomínio Heliport,heliport,-19.854167,-44.040278,,Minas Gerais,Contagem,POINT (4884266.855126528 7760098.225673785)
6097,Indubras Heliport,heliport,-19.899167,-44.070278,2920.0,Minas Gerais,Contagem,POINT (4880929.2911809245 7754806.284135086)
6098,Fazenda Campo Oliva - Nhecolândia,closed,-18.500999,-55.450298,425.0,Mato Grosso do Sul,Corumbá,POINT (3614877.8094394957 7918538.367207011)
6099,Fazenda do Leão,closed,-15.888598,-48.807736,3361.0,Goiás,Corumbá de Goiás,POINT (4353876.99069395 8220942.984070992)
6100,Industrial Estudantes Heliport,heliport,-23.58944,-46.87917,2467.0,São Paulo,Cotia,POINT (4568434.068971153 7315259.592409475)
6101,São Fernando Golf Club Heliport,heliport,-23.5723,-46.8782,2451.0,São Paulo,Cotia,POINT (4568541.983538728 7317328.479726236)
6102,Hbuster Helipad,heliport,-23.619013,-46.884922,2746.0,São Paulo,Cotia,POINT (4567794.146710649 7311689.334443919)
6103,Fazenda Santa Maria Heliport,heliport,-21.284871,-47.757525,2575.0,São Paulo,Cravinhos,POINT (4470715.202989811 7591083.544950426)
6104,Igarashi 2 Heliport,heliport,-16.08033,-47.518494,3360.0,Goiás,Cristalina,POINT (4497307.911239194 8198891.835622209)
6105,Frisonfly Heliport,heliport,-2.872222,-40.398333,105.0,Ceará,Cruz,POINT (5289440.9992555175 9682463.506188456)
6106,Ledware Heliport,heliport,-22.574043,-44.969133,1814.0,São Paulo,Cruzeiro,POINT (4780929.756503421 7437360.658344265)
6107,Foz do Chopim Heliport,heliport,-25.571833,-53.123084,1240.0,Paraná,Cruzeiro do Iguaçu,POINT (3873785.3274429264 7074062.800659003)
6108,MNTB Heliport,heliport,-7.582172,-72.731201,715.0,Acre,Cruzeiro do Sul,POINT (1692340.5160973128 9159625.023460982)
6109,Fazenda Cachoeira Heliport,heliport,-21.647517,-44.772546,3235.0,Minas Gerais,Cruzília,POINT (4802800.479282564 7547982.692599749)
6110,Cesari Heliport,heliport,-23.823639,-46.367939,246.0,São Paulo,Cubatão,POINT (4625309.607420308 7286963.061487438)
6111,Cunatama Airport,closed,-6.529527,-64.383895,184.0,Amazonas,Cunatama,POINT (2620996.101047877 9276851.2784607)
6112,Supermax Heliport,heliport,-25.432516,-49.326258,3120.0,Paraná,Curitiba,POINT (4296190.312953881 7091141.483856589)
6113,Destro Macro Heliport,heliport,-25.558389,-49.303659,3071.0,Paraná,Curitiba,POINT (4298704.499874104 7075711.756363539)
6114,Palazzo Lumini Helipad,heliport,-25.43985,-49.342342,3492.0,Paraná,Curitiba,POINT (4294400.933670512 7090242.917491721)
6115,CJB Curitiba Heliport,heliport,-25.438249,-49.24063,3100.0,Paraná,Curitiba,POINT (4305716.610471685 7090439.077753074)
6116,Condor Helipad,heliport,-25.51543,-49.296939,3068.0,Paraná,Curitiba,POINT (4299452.114197919 7080979.581540291)
6117,Laguna Iguaçu Helipad,heliport,-25.449184,-49.288874,3314.0,Paraná,Curitiba,POINT (4300349.362638629 7089099.229851069)
6118,IURD Helipad,heliport,-25.442354,-49.261451,3048.0,Paraná,Curitiba,POINT (4303400.229841305 7089936.113146838)
6119,Hospital Universitário Cajuru Helipad,heliport,-25.436454,-49.244944,3022.0,Paraná,Curitiba,POINT (4305236.668776307 7090659.004456069)
6120,Curva Preta Airport,closed,-4.01847,-42.514944,328.0,Piauí,Curva Preta,POINT (5053963.513906617 9555560.070521245)
6121,9º BPM Heliport,heliport,-9.358411,-37.986615,853.0,Alagoas,Delmiro Gouveia,POINT (5557749.767380923 8961135.649611108)
6122,Estância Flamboyants Heliport,heliport,-21.866866,-47.628715,2336.0,São Paulo,Descalvado,POINT (4485045.590050915 7521859.757448364)
6123,Volare Helicentro Heliport,heliport,-20.166146,-44.918587,2480.0,Minas Gerais,Divinópolis,POINT (4786553.106743236 7723378.447367308)
6124,Hospital Estadual Adão Pereira Nunes Heliport,heliport,-22.672815,-43.284184,52.0,Rio de Janeiro,Duque de Caxias,POINT (4968383.92425609 7425524.004748404)
6125,Panco 10 Heliport,closed,-22.6667003632,-43.29610061649999,58.0,Rio de Janeiro,Duque De Caxias,POINT (4967058.175269959 7426257.021444378)
6126,Fazenda Acalanto Helipad,heliport,-22.693665,-43.288633,236.0,Rio de Janeiro,Duque de Caxias,POINT (4967888.963522958 7423024.278503058)
6127,Vila Adail 2 Heliport,heliport,-23.050483,-47.396234,1883.0,São Paulo,Elias Fausto,POINT (4510909.596838841 7380185.01721544)
6128,Garça Branca Heliport,heliport,-23.640093,-46.835046,2516.0,São Paulo,Embu,POINT (4573342.958022347 7309143.912997667)
6129,CMPC HF Fazenda da Bota Heliport,heliport,-30.467078,-52.469308,1017.0,Rio Grande do Sul,Encruzilhada do Sul,POINT (3946519.3009796147 6460074.5308492)
6130,Tree Bies Resort Heliport,heliport,-12.240697,-37.775255,13.0,Bahia,Entre Rios,POINT (5581264.017899013 8636765.423104614)
6131,Fazenda Água Fria Heliport,heliport,-19.804265,-44.324971,2552.0,Minas Gerais,Esmeraldas,POINT (4852594.152047675 7765964.860745298)
6132,Quick Fazenda Cachoeira Heliport,heliport,-19.818125,-44.344756,2441.0,Minas Gerais,Esmeraldas,POINT (4850393.02862555 7764335.62278505)
6133,Fazenda Vereda Heliport,heliport,-19.686838,-44.433963,2431.0,Minas Gerais,Esmeraldas,POINT (4840468.559729036 7779762.611782391)
6134,Fazenda Visual Heliport,heliport,-19.642153,-44.364048,2516.0,Minas Gerais,Esmeraldas,POINT (4848246.752504264 7785010.4369670395)
6135,Fazenda Santa Inês Heliport,heliport,-22.176727,-46.715287,3586.0,São Paulo,Espírito Santo do Pinhal,POINT (4586666.402041063 7484888.115770949)
6136,Fazenda Barrinha Heliport,heliport,-22.123361,-46.798383,2575.0,São Paulo,Espírito Santo do Pinhal,POINT (4577421.794920268 7491261.421761129)
6137,Reserva Mangabeiras Heliport,heliport,-11.248897,-37.336392,33.0,Sergipe,Estância,POINT (5630088.462094322 8748742.909541504)
6138,Chopper Solution Heliport,heliport,-3.844717,-38.442581,62.0,Ceará,Eusébio,POINT (5507022.577980228 9574806.964175344)
6139,Lagoa Heliport,closed,-3.811389,-38.438889,7.0,Ceará,Eusébio,POINT (5507433.3208498 9578498.299407743)
6140,Jardim Metropolitano Heliport,heliport,-3.86717,-38.48117,62.0,Ceará,Eusébio,POINT (5502729.469476998 9572320.037419802)
6141,Fazenda ACF Heliport,heliport,-22.839349,-46.213539,3182.0,Minas Gerais,Extrema,POINT (4642486.936527013 7405547.323925253)
6142,Extrema Business Park Heliport,heliport,-22.839795,-46.335791,3045.0,Minas Gerais,Extrema,POINT (4628886.140944417 7405493.790615926)
6143,HeliXtrema Heliport,heliport,-22.836235,-46.341036,3002.0,Minas Gerais,Extrema,POINT (4628302.623514593 7405921.091905795)
6144,Hospital Dr.Osíris Florindo Coelho Heliport,heliport,-23.537778,-46.358056,2723.0,São Paulo,Ferraz De Vasconcelos,POINT (4626409.112236122 7321494.636440508)
6145,Eco Fly Heliport,heliport,-23.532365,-46.386267,2612.0,São Paulo,Ferraz de Vasconcelos,POINT (4623270.578353807 7322147.783503866)
6146,Fazenda Coqueiros Heliport,heliport,-19.843757,-44.417058,2510.0,Minas Gerais,Florestal,POINT (4842349.277012383 7761322.2117459485)
6147,SC401 Square Corporate Helipad,heliport,-27.53462,-48.509863,115.0,Santa Catarina,Florianópolis,POINT (4387015.996866237 6831240.753056562)
6148,Milano Helipad,heliport,-27.587948,-48.542801,236.0,Santa Catarina,Florianópolis,POINT (4383351.574158229 6824583.690542616)
6149,FIESC Helipad,heliport,-27.592236,-48.493019,69.0,Santa Catarina,Florianópolis,POINT (4388889.927769563 6824048.267162936)
6150,Academia Nacional da Polícia Rodoviária Federal Heliport,heliport,-27.455953,-48.461357,30.0,Santa Catarina,Florianópolis,POINT (4392412.392757753 6841054.988626218)
6151,Vega Heliport,heliport,-3.720225,-38.542485,33.0,Ceará,Fortaleza,POINT (5495908.045032843 9588594.684763994)
6152,Hospital São Mateus Helipad,heliport,-3.741723,-38.480081,413.0,Ceará,Fortaleza,POINT (5502850.623048224 9586213.884118808)
6153,Duets Helipad,heliport,-3.741327,-38.487328,236.0,Ceará,Fortaleza,POINT (5502044.378851097 9586257.739758337)
6154,Riomar Fortaleza Heliport,heliport,-3.74122,-38.473485,299.0,Ceará,Fortaleza,POINT (5503584.44210773 9586269.589637289)
6155,BS Tower Helipad,heliport,-3.731127,-38.515879,354.0,Ceará,Fortaleza,POINT (5498868.019244067 9587387.347800627)
6156,Dias Branco Heliport,heliport,-3.745417,-38.499786,167.0,Ceará,Fortaleza,POINT (5500658.399796619 9585804.785341728)
6157,WSTC Helipad,heliport,-3.788185,-38.479427,253.0,Ceará,Fortaleza,POINT (5502923.381942237 9581068.237227121)
6158,Corporate Plaza Business Center Helipad,heliport,-3.735053,-38.503062,384.0,Ceará,Fortaleza,POINT (5500293.93781376 9586952.561025312)
6159,Platinum Corporate Helipad,heliport,-3.733335,-38.509365,236.0,Ceará,Fortaleza,POINT (5499592.715628788 9587142.822011461)
6160,BS Design Helipad,heliport,-3.737767,-38.499436,348.0,Ceará,Fortaleza,POINT (5500697.338042651 9586651.996626204)
6161,Lagoa Redonda Heliport,heliport,-3.817946,-38.460549,46.0,Ceará,Fortaleza,POINT (5505023.599681074 9577772.072149655)
6162,ITC Central Park I Helipad,heliport,-3.739282,-38.473306,338.0,Ceará,Fortaleza,POINT (5503604.356239272 9586484.216163047)
6163,Instituto Dr. José Frota Helipad,heliport,-3.734421,-38.531199,230.0,Ceará,Fortaleza,POINT (5497163.636589179 9587022.552305065)
6164,Hospital Geral de Fortaleza (HGF) Helipad,heliport,-3.739849,-38.476642,118.0,Ceará,Fortaleza,POINT (5503233.219128521 9586421.423003264)
6165,Iguatemi Empresarial Helipad,heliport,-3.753724,-38.490611,180.0,Ceará,Fortaleza,POINT (5501679.138103317 9584884.80506007)
6166,Fagulha Heliport,heliport,-3.749456,-38.458145,131.0,Ceará,Fortaleza,POINT (5505291.049805248 9585357.476907052)
6167,LC Corporate Green Tower Helipad,heliport,-3.726649,-38.504591,301.0,Ceará,Fortaleza,POINT (5500123.833304665 9587883.26368055)
6168,Studart Heliport,heliport,-4.457222,-37.794722,56.0,Ceará,Fortim,POINT (5579098.272654711 9506939.914967246)
6169,Dias Branco Heliport,heliport,-4.431177,-37.780062,33.0,Ceará,Fortim,POINT (5580729.228902796 9509826.875376781)
6170,Fortim Heliport,heliport,-4.430515,-37.779065,85.0,Ceará,Fortim,POINT (5580840.147277921 9509900.253481898)
6171,Fortunas Heliport,heliport,-19.614699,-44.413682,2461.0,Pernambuco,Fortuna de Minas,POINT (4842724.864208395 7788233.913061858)
6172,Itaipu Heliport,heliport,-25.420556,-54.593056,574.0,Paraná,Foz Do Iguaçu,POINT (3710247.809168054 7092606.712102711)
6173,Helisul - Cataratas Heliport,heliport,-25.692776,-54.432597,623.0,Paraná,Foz do Iguaçu,POINT (3728099.2149396385 7059220.268084133)
6174,Edifício Prime Business Center Helipad,heliport,-20.536099,-47.389709,3340.0,São Paulo,Franca,POINT (4511635.5169970095 7679738.656955516)
6175,Cedro Agropec Heliport,heliport,-17.579722,-44.195278,3461.0,Minas Gerais,Francisco Dumont,POINT (4867022.774740911 8025680.259303244)
6176,Columbia II Heliport,heliport,-19.937497,-40.411574,138.0,Espírito Santo,Fundão,POINT (5287967.90978206 7750297.525350016)
6177,Praia Grande Heliport,heliport,-20.037825,-40.17903,52.0,Espírito Santo,Fundão,POINT (5313838.925454272 7738490.691918729)
6178,Fazenda Alegria Heliport,heliport,-19.359449,-44.056764,2211.0,Minas Gerais,Funilândia,POINT (4882432.752486288 7818177.227184042)
6179,Fazenda Igurê Helipad,heliport,-22.251697,-49.60542,2451.0,São Paulo,Gália,POINT (4265132.945414466 7475930.586385714)
6180,Terroir Heliport,heliport,-29.208333,-51.56,2034.0,Rio Grande do Sul,Garibaldi,POINT (4047681.754187898 6620704.046441924)
6181,Lorenzon Airstrip,closed,-29.27963,-51.546382,2231.0,Rio Grande do Sul,Garibaldi,POINT (4049196.7857149392 6611659.89211392)
6182,Guará Heliport,heliport,-1.299167,-45.751389,138.0,Maranhão,Godofredo Viana,POINT (4693902.109109028 9856420.006222798)
6183,Godofredo Viana Airport,closed,-1.42228,-45.76775,66.0,Maranhão,Godofredo Viana,POINT (4692081.912985229 9842811.221043238)
6184,Catuama II Heliport,heliport,-7.650843,-34.829953,30.0,Pernambuco,Goiana,POINT (5908935.143369442 9151967.923430668)
6185,Jeep Heliport,heliport,-7.614178,-34.969288,302.0,Pernambuco,Goiana,POINT (5893433.827624089 9156056.377000915)
6186,Hugo 2 Heliport,heliport,-16.648433,-49.336688,2575.0,Goiás,Goiânia,POINT (4295029.953222127 8133426.540290118)
6187,Heliponto Privado Hiper Moreira,heliport,-16.686828,-49.281943,2530.0,Goiás,Goiânia,POINT (4301120.451162195 8128995.082816096)
6188,FASAM Heliport,heliport,-16.721789,-49.236739,2717.0,Goiás,Goiânia,POINT (4306149.49251543 8124959.185414825)
6189,Polícia Militar do Estado de Goiás Heliport,heliport,-16.704483,-49.258189,2700.0,Mato Grosso,Goiânia,POINT (4303763.134294324 8126957.083342731)
6190,Quick Heliport,heliport,-16.62027778,-49.2605552673,1552.0,Goiás,Goiânia,POINT (4303499.882013452 8136675.575908209)
6191,Adalberto S. Monturil Heliport,heliport,-16.709167480469,-49.261943817139,2759.0,Goiás,Goiânia,POINT (4303345.402884142 8126416.299769347)
6192,Metropolitan Helipad,heliport,-16.704961,-49.240892,2976.0,Goiás,Goiânia,POINT (4305687.462413226 8126901.902908771)
6193,Órion Helipad,heliport,-16.696854,-49.269776,2536.0,Goiás,Goiânia,POINT (4302474.055846401 8127837.757996751)
6194,Do Crer Helipad,heliport,-16.655098,-49.24902,2398.0,Goiás,Goiânia,POINT (4304783.205088232 8132657.346746853)
6195,Flamboyant II Helipad,heliport,-16.709452,-49.235734,2736.0,Goiás,Goiânia,POINT (4306261.300907608 8126383.453967776)
6196,Cifarma Heliport,heliport,-16.63107,-49.200728,2569.0,Goiás,Goiânia,POINT (4310155.793023601 8135430.240214049)
6197,AGETOP Heliport,heliport,-16.64772,-49.208729,2365.0,Goiás,Goiânia,POINT (4309265.664719308 8133508.824507078)
6198,Planalto Indústria Mecânica Heliport,heliport,-16.653264,-49.345238,2139.0,Goiás,Goiânia,POINT (4294078.747497629 8132869.007506923)
6199,HDG Heliport,heliport,-16.734115,-49.155194,2264.0,Goiás,Goiânia,POINT (4315221.547580237 8123536.09363337)
6200,Sierra Móveis Gramado Heliport,heliport,-29.41732,-50.853374,2182.0,Rio Grande do Sul,Gramado,POINT (4126295.4028754244 6594175.595136911)
6201,Gravatá Heliport,closed,-8.187697,-35.497589,141.0,Pernambuco,Gravatá,POINT (5834659.215289885 9092062.52590467)
6202,Asa Branca Heliport,heliport,-8.190833,-35.5175,1624.0,Pernambuco,Gravatá,POINT (5832444.074099189 9091712.35702759)
6203,Monte das Acácias Heliport,heliport,-8.219883,-35.544882,1526.0,Pernambuco,Gravatá,POINT (5829397.768233906 9088468.472145503)
6204,Hangar 77 Heliport,heliport,-27.083707,-48.964796,105.0,Santa Catarina,Guabiruba,POINT (4336403.730917402 6887399.73733511)
6205,Thobias Landim Heliport,heliport,-20.32674,-48.302529,1634.0,São Paulo,Guaíra,POINT (4410082.346302828 7704447.703484929)
6206,Miguel Dias III Heliport,heliport,-4.238269,-38.981362,3051.0,Ceará,Guaramiranga,POINT (5447082.043307694 9531206.612744236)
6207,Tibagi Heliport,heliport,-4.251397,-38.951597,2808.0,Ceará,Guaramiranga,POINT (5450393.463002389 9529751.828138614)
6208,IBR Heliport,heliport,-4.2644,-38.948,2828.0,Ceará,Guaramiranga,POINT (5450793.636919468 9528310.870706998)
6209,Condomínio Village da Serra Heliport,heliport,-4.260991,-38.94063,3015.0,Ceará,Guaramiranga,POINT (5451613.565128771 9528688.64929034)
6210,Monteflor Heliport,heliport,-4.257431,-38.94276,2999.0,Ceará,Guaramiranga,POINT (5451376.598088632 9529083.15958126)
6211,Serra Heliport,heliport,-4.211389,-38.944444,2690.0,Ceará,Guaramiranga,POINT (5451189.249499153 9534185.252756832)
6212,Lunender Têxtil Heliport,heliport,-26.473243,-48.990108,66.0,Santa Catarina,Guaramirim,POINT (4333587.716964365 6963067.799998639)
6213,Guararema Heliport,heliport,-23.326475,-46.128665,1942.0,São Paulo,Guararema,POINT (4651929.349937649 7346970.922163473)
6214,Panco Guararema Helipad,heliport,-23.337122,-46.143609,2028.0,São Paulo,Guararema,POINT (4650266.798084213 7345688.222897641)
6215,CD 19 Helipad,heliport,-23.95541,-46.189733,39.0,São Paulo,Guarujá,POINT (4645135.40476998 7271019.466235649)
6216,Guarujá Golf Club Heliport,heliport,-23.970833,-46.194444,33.0,São Paulo,Guarujá,POINT (4644611.29597839 7269152.289485276)
6217,Restaurante Dalmo Heliport,heliport,-23.90424,-46.190443,10.0,São Paulo,Guarujá,POINT (4645056.4157566 7277212.717032649)
6218,Reik Heliport,heliport,-23.960629,-46.182583,10.0,São Paulo,Guarujá,POINT (4645930.857510349 7270387.656244939)
6219,Vaska Heliport,heliport,-23.388919,-46.409476,2651.0,São Paulo,Guarulhos,POINT (4620688.527633358 7339446.485023536)
6220,Caio - Induscar Indústria e Comércio de Carrocerias Ltda Heliport,heliport,-23.450301,-46.459277,2556.0,São Paulo,Guarulhos,POINT (4615148.0602315245 7332046.5211483)
6221,Karina Heliport,heliport,-23.4404,-46.4352,2532.0,São Paulo,Guarulhos,POINT (4617826.677802134 7333240.380358343)
6222,Pavão Heliport,heliport,-23.432797,-46.41059,2579.0,São Paulo,Guarulhos,POINT (4620564.592758845 7334157.0861084405)
6223,Main Estate Helipad,heliport,-23.458089,-46.471653,2569.0,São Paulo,Guarulhos,POINT (4613771.203851831 7331107.383168502)
6224,Ellece Helipad,heliport,-23.472148,-46.432632,2559.0,São Paulo,Guarulhos,POINT (4618112.373275878 7329411.897077924)
6225,Josidith Heliport,heliport,-4.140597,-38.488442,262.0,Ceará,Horizonte,POINT (5501920.443976584 9542029.394138793)
6226,Rio Pardo Heliport,heliport,-22.87129,-49.047609,2119.0,São Paulo,Iaras,POINT (4327190.608149827 7401713.00163742)
6227,Fazenda Umburanas Heliport,heliport,-14.530083,-39.863185,604.0,Bahia,Ibicuí,POINT (5348977.35493424 8376594.063157045)
6228,Issaig I Heliport,heliport,-28.702032,-49.303132,89.0,Santa Catarina,Içara,POINT (4298763.129747416 6684747.814148493)
6229,Icó Airport,closed,-6.406915,-38.899464,525.0,Ceará,Icó,POINT (5456193.370374927 9290488.771272385)
6230,Fazenda Floresta Heliport,heliport,-4.676264,-44.862449,187.0,Maranhão,Igarapé Grande,POINT (4792798.578902512 9482656.022752022)
6231,Rincão do Céu Heliport,heliport,-7.846169,-34.848794,187.0,Pernambuco,Igarassu(Igaraçu),POINT (5906839.041959473 9130181.39967196)
6232,Bira Guimarães Heliport,heliport,-23.195379,-46.094771,2290.0,São Paulo,Igaratá,POINT (4655700.129683392 7362756.236502286)
6233,Ilha do Maia Heliport,heliport,-23.027213,-44.331926,,Rio de Janeiro,Ilha do Maia,POINT (4851820.393472952 7382982.272866405)
6234,Fronteira Heliport,heliport,-23.767603,-45.348194,269.0,São Paulo,Ilhabela,POINT (4738758.4122772785 7293738.155800864)
6235,Fazenda Barreiros Heliport,heliport,-23.765394,-45.347722,148.0,São Paulo,Ilhabela,POINT (4738810.923283356 7294005.176879309)
6236,Profitus Helipad,heliport,-23.916507,-45.45551,148.0,São Paulo,Ilhabela,POINT (4726819.278531067 7275728.233221926)
6237,Engenho d'Água Heliport,heliport,-23.792178,-45.358719,197.0,São Paulo,Ilhabela,POINT (4737587.483593029 7290767.252083788)
6238,Ninho do Pássaro III Helipad.,heliport,-26.885369,-49.243225,236.0,Santa Catarina,Indaial,POINT (4305427.911190391 6912029.255483203)
6239,Reserva Petrus Heliport,heliport,-23.041408,-47.211056,2018.0,São Paulo,Indaiatuba,POINT (4531511.044049472 7381275.968980964)
6240,Flamboyant Heliport,heliport,-23.049027,-47.167742,2100.0,São Paulo,Indaiatuba,POINT (4536329.818874134 7380360.055365589)
6241,Helvétia MF,heliport,-23.06225,-47.162242,2083.0,São Paulo,Indaiatuba,POINT (4536941.705597494 7378770.335750379)
6242,Office Premium Indaiatuba Helipad,heliport,-23.095651,-47.223294,2073.0,São Paulo,Indaiatuba,POINT (4530149.540463928 7374754.036022068)
6243,Ouro Branco Heliport,heliport,-17.12571,-49.96482,1968.0,Goiás,Indiara,POINT (4225148.92934614 8078275.774640272)
6244,Fazenda Pacu Heliport,heliport,-19.439666,-44.474894,2313.0,Minas Gerais,Inhaúma,POINT (4835914.898733786 7808772.132732457)
6245,Morada Nova Heliport,heliport,-19.466255,-44.372855,2421.0,Minas Gerais,Inhaúma,POINT (4847266.954981966 7805653.651264112)
6246,Hospital Marcio Cunha Heliport,heliport,-19.497118,-42.539653,915.0,Minas Gerais,Ipatinga,POINT (5051214.5849888865 7802033.246008819)
6247,HELPN Anderson Franco Helipad,heliport,-19.4595,-42.571195,1096.0,Minas Gerais,Ipatinga,POINT (5047705.4702564785 7806445.958068114)
6248,Iporá Airport,closed,-16.405,-51.088889,2055.0,Goiás,Iporá,POINT (4100093.8571204664 8161502.167505817)
6249,Ipu Airstrip,closed,-4.299787,-40.677053,760.0,Ceará,Ipu,POINT (5258432.805158234 9524389.253349926)
6250,São Salvador Alimentos Itaberaí Heliport,heliport,-16.0075,-49.798889,2306.0,Goiás,Itaberaí,POINT (4243609.106781403 8207270.555170755)
6251,Fazenda Roque Heliport,heliport,-16.000987,-49.726366,2398.0,Goiás,Itaberaí,POINT (4251677.445115635 8208019.691669402)
6252,Fazenda Israel Heliport,heliport,-16.148889,-49.769722,2500.0,Goiás,Itaberaí,POINT (4246853.997701449 8191001.632541077)
6253,Haras MTostes Heliport,heliport,-20.225574,-43.708845,2969.0,Minas Gerais,Itabirito,POINT (4921139.482832631 7716375.410285601)
6254,Hellix Business Center Heliport,heliport,-22.744207,-42.852195,230.0,Rio de Janeiro,Itaboraí,POINT (5016443.621299329 7416963.152543291)
6255,Txai Resort Itacaré Heliport,heliport,-14.377818,-39.011089,33.0,Bahia,Itacaré,POINT (5443774.851193996 8393977.711271219)
6256,Barracuda Heliport,heliport,-14.28048,-38.984933,102.0,Bahia,Itacaré,POINT (5446684.761946036 8405084.215320759)
6257,Fazenda Baviera Heliport,heliport,-14.121219,-39.829334,538.0,Bahia,Itagibá,POINT (5352743.350838326 8423245.816530162)
6258,Lytorânea Heliport,heliport,-22.862905,-43.748347,75.0,Rio de Janeiro,Itaguaí,POINT (4916744.801133323 7402719.657978671)
6259,Helicentro Porto Itaguaí Heliport,heliport,-22.891038,-43.843629,33.0,Rio de Janeiro,Itaguaí,POINT (4906144.475537825 7399341.918501248)
6260,Chaperó Heliport,heliport,-22.8425,-43.763889,23.0,Rio de Janeiro,Itaguaí,POINT (4915015.720505239 7405169.10609132)
6261,Nuclep Heliport,heliport,-22.883422,-43.826271,20.0,Rio de Janeiro,Itaguaí,POINT (4908075.590036752 7400256.390105172)
6262,Recanto da Serra Heliport,heliport,-22.81399,-43.810971,115.0,Rio de Janeiro,Itaguaí,POINT (4909777.747649009 7408590.868838485)
6263,Pretel 88 Heliport,heliport,-23.6905,-49.103269,2349.0,São Paulo,Itaí,POINT (4320998.314509419 7303055.558553297)
6264,Zen Tower Helipad,heliport,-26.905079,-48.657192,299.0,Santa Catarina,Itajaí,POINT (4370625.3315815125 6909583.637796069)
6265,Bravíssima Private Residence Heliport,heliport,-26.934866,-48.633485,253.0,Santa Catarina,Itajaí,POINT (4373262.78586346 6905886.846540298)
6266,Brava Beach Internacional Heliport,heliport,-26.951944,-48.633056,56.0,Santa Catarina,Itajaí,POINT (4373310.513027881 6903766.892910803)
6267,Riviera Helipad,heliport,-26.952773,-48.639763,2756.0,Santa Catarina,Itajaí,POINT (4372564.344981777 6903663.977893854)
6268,AR Telecom Heliport,heliport,-21.513889,-47.024444,2162.0,São Paulo,Itajaí,POINT (4552272.0268167015 7563877.1566130705)
6269,Multitoc Heliport,heliport,-22.431765,-45.434191,2806.0,Minas Gerais,Itajubá,POINT (4729191.062722944 7454395.927145811)
6270,Prefeitura Municipal de Itajubá Heliport,heliport,-22.412919,-45.436777,2986.0,Minas Gerais,Itajubá,POINT (4728903.364710832 7456651.074449342)
6271,SESC Heliport,heliport,-12.883464,-38.680426,26.0,Bahia,Itaparica,POINT (5480561.814758828 8563969.347415833)
6272,Fazenda Forcela Heliport,heliport,-20.397874,-45.179721,3156.0,Minas Gerais,Itapecerica,POINT (4757501.392630865 7696056.114137435)
6273,Bruno Forcela Heliport,heliport,-20.466802,-45.126922,2858.0,Minas Gerais,Itapecerica,POINT (4763375.393922995 7687921.023888571)
6274,HTO - Horto da Paz Heliport,heliport,-23.728392,-46.885955,2822.0,São Paulo,Itapecerica da Serra,POINT (4567679.22325879 7298477.24999328)
6275,Ita Heliport,heliport,-23.701441,-46.828563,2638.0,São Paulo,Itapecerica da Serra,POINT (4574064.20559099 7301733.748072237)
